1,656186,Inactive
2,629074,Inactive
3,2998967,Inactive
4,3236823,Inactive
5,3237318,Active
6,3240576,Inactive
7,889704,Inactive
8,2834991,Active
9,2253328,Inactive
10,721129,Inactive
11,5310645,Inactive
12,774975,Inactive
13,2817312,Inactive
14,10145,Active
15,607627,Inactive
16,3147878,Inactive
17,1818715,Inactive
18,272567,Inactive
19,2769183,Inactive
20,254021,Active
21,3553766,Inactive
22,5338522,Inactive
23,871656,Active
24,2841620,Inactive
25,2833933,Inactive
26,1405137,Inactive
27,698642,Inactive
28,1895705,Inactive
29,3816369,Inactive
30,4261850,Inactive
31,5401878,Active
32,5401874,Active
33,56642914,Inactive
34,2323972,Active
35,1481943,Inactive
36,2854583,Inactive
37,2850825,Inactive
38,5503982,Inactive
39,5737802,Inactive
40,5855786,Inactive
41,6112334,Inactive
42,3154666,Inactive
43,2044030,Inactive
44,3629385,Inactive
45,3118982,Inactive
46,3147155,Inactive
47,1114147,Inactive
48,6269547,Inactive
49,753169,Active
50,6032979,Active
51,766079,Active
52,625522,Inactive
53,3742880,Active
54,1929813,Inactive
55,951254,Inactive
56,4426756,Inactive
57,931309,Inactive
58,2914402,Inactive
59,2914378,Active
60,2916452,Inactive
61,1736294,Active
62,317843,Active
63,15945067,Active
64,2407446,Inactive
65,4390439,Active
66,849362,Inactive
67,804205,Inactive
68,3095208,Active
69,3151565,Inactive
70,1986560,Inactive
71,3154671,Inactive
72,4654931,Inactive
73,3152413,Inactive
74,3152411,Inactive
75,906542,Active
76,778345,Inactive
77,3155999,Inactive
78,286873,Inactive
79,992588,Inactive
80,773112,Inactive
81,3126626,Inactive
82,753172,Inactive
83,1095028,Inactive
84,1095027,Inactive
85,16192748,Inactive
86,1072934,Active
87,614841,Inactive
88,3164059,Active
89,4177514,Inactive
90,5998602,Active
91,3151563,Inactive
92,5163402,Inactive
93,3152845,Inactive
94,3157645,Inactive
95,5948110,Inactive
96,3254086,Inactive
97,5680788,Active
98,658921,Inactive
99,282594,Inactive
100,2828331,Active
101,2828330,Active
102,1397082,Inactive
103,2038551,Active
104,224810,Inactive
105,263534,Inactive
106,224922,Inactive
107,5401876,Inactive
108,224275,Inactive
109,16682476,Inactive
110,16682477,Inactive
111,891188,Inactive
112,16717706,Inactive
113,1201178,Inactive
114,2424610,Inactive
115,5719239,Inactive
116,2772102,Inactive
117,2810379,Active
118,2732882,Inactive
119,2810445,Active
120,2732881,Active
121,2732963,Inactive
122,2884739,Inactive
123,344281,Inactive
124,16727381,Inactive
125,16727377,Inactive
126,16727388,Inactive
127,16727385,Inactive
128,16727383,Inactive
129,16727376,Inactive
130,992589,Inactive
131,3393623,Active
132,2974206,Active
133,1994749,Inactive
134,367783,Active
135,5767865,Inactive
136,3101746,Active
137,738951,Active
138,272529,Active
139,24747455,Inactive
140,781111,Inactive
141,10860295,Inactive
142,5286689,Inactive
143,24761173,Inactive
144,910973,Inactive
145,1020489,Inactive
146,24761366,Active
147,4114494,Active
148,2317993,Inactive
149,5824722,Active
150,2058961,Inactive
151,697391,Inactive
152,5824727,Active
153,992586,Inactive
154,5052536,Inactive
155,6023693,Active
156,5824726,Active
157,6763,Active
158,2813221,Inactive
159,439654,Inactive
160,25162930,Inactive
161,2613612,Inactive
162,2547981,Inactive
163,44143067,Inactive
164,44143084,Inactive
165,4834963,Inactive
166,2612178,Inactive
167,3977768,Inactive
168,6603104,Inactive
169,237102,Active
170,239930,Inactive
171,5341375,Inactive
172,3286543,Inactive
173,658797,Active
174,1930124,Active
175,1901314,Inactive
176,659124,Inactive
177,658849,Inactive
178,658939,Inactive
179,1942142,Inactive
180,5105556,Inactive
181,44602155,Inactive
182,1910302,Inactive
183,2939678,Inactive
184,96717,Inactive
185,240739,Active
186,244159,Inactive
187,244633,Inactive
188,4882,Inactive
189,367787,Active
190,367790,Inactive
191,3711067,Active
192,266923,Active
193,276685,Inactive
194,282415,Active
195,381594,Active
196,384243,Active
197,386227,Inactive
198,386231,Active
199,400634,Active
200,406008,Active
201,367851,Inactive
202,392760,Inactive
203,392762,Inactive
204,395171,Inactive
205,395179,Inactive
206,16218404,Inactive
207,15558347,Inactive
208,268237,Inactive
209,279291,Inactive
210,25162930,Inactive
211,279596,Active
212,283138,Inactive
213,323009,Inactive
214,5894846,Active
215,49786520,Inactive
216,72810,Inactive
217,341543,Active
218,51361188,Active
219,51361189,Inactive
220,51361196,Inactive
221,51361200,Inactive
222,1084720,Inactive
